,isbn,Summary,rating
102048,0821223313,age bonds boodgie canine celebrates collection companions dachshunds david dogs drawings engaging first hockney humans old paintings printing stanley,10.0
102050,0821223410,american anyone book curtis edward fans fascinated features gift indians many miniature perfect photographer photographer pictures,10.0
102051,0821223437,along beaches byways dappled debra documenting golden marlin martha photographing rambles retrievers romps sun vineyard years,10.0
102053,0821223542,astrological author behavior cats cats color explains first forty humans illustrations influence painted presents printing related settings signs signs symbolic twelve two zodiac,8.333333333333334
102061,0821224743,autobiography available black color edition english extremely first frank fully illustrated long man new paperback pictures portrait ray self time unavailable white,10.0
102064,0821225065,antique characteristics clocks furniture glass history looks oriental porcelain pottery silver wares watches,9.0
102065,0821225073,age artworks borges celebrations childhood gallery image including juxtaposing merging moving national offers paintings picasso poem poems poetry portrayals writers yeats,8.0
102068,0821225596,accompany fifty first four hundred illustrations index lines one shakespeare sonnets,10.0
102069,0821225642,accompanied black essay follow golden group joys photographs play problems puppy raising retrievers sixty white young young,10.0
102072,0821225987,barrymore color compelling decade drew duotone faces famous frisky gamut humorous jagger mick photos poignant portraits ride run sexy weary wild world,10.0
102073,0821226010,arctic beauty breathtaking capture celebrates collection costa diversity earth easter egypt environments first images island locales natural photographer prominent rica rich,8.0
102075,0821226665,complement create creative decorating design distinctive effects explains guide home host hundred neutrals photographs tips two unique unusual use whites,10.0
102076,0821226703,air apollo aviation balloon beyond brothers depicts first hot landing milestones moon spaceflight wright,10.0
102078,0821226959,art celebrating collection covers extraordinary first flemish florentine french gallery great great impressionist london movements national painters paintings printing survey sweeping,8.0
102082,0821227467,along antiques collectibles designers entries features greek influential information items lamps materials particular periods photographs pottery ranging styles tiffany,9.0
102084,0821227750,american autopsy borden celebrities crime culture enforcement harvey history law lee lizzie mug oswald parents photographs photographs photography presenting role shots studies study,8.0
102085,0821227947,age appeal book enthusiasts everywhere gift growing new number stunning yoga,10.0
102086,0821228188,aged ageing comment experiences joyce portraits presents tenneson women,10.0
102087,0821228307,best collection delight dog dog dog dogs honest humorous inner learn like lovers much offer one original outer portraits probably remember talk teams verse way winning,10.0
102088,0821354256,aspects considers contained development development discussions drawing indicators isbn measuring measuring organised publication range relating sections thematic three world world,10.0
102097,0821414534,americana behind century comprehensive embroidery explores fact guide illustrated life made nineteenth ohio patterns samplers schoolgirls slice stories,10.0
